Agriculture and Environmental Studies,Agriculture and Environmental Studies,Agriculture and Environmental Studies,Agriculture and Environmental Studies,Agriculture and Environmental Studies,Agriculture and Environmental Studies,Agriculture and Environmental Studies,Agriculture and Environmental Studies,Agriculture and Environmental Studies,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Arts & Design,Human & Public Services,Human & Public Services,Human & Public Services,Human & Public Services,Human & Public Services,Human & Public Services,Human & Public Services,Human & Public Services,Human & Public Services,Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences,Natural Sciences,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Engineering & Technology,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Humanities,Social & Political Sciences,Social & Political Sciences,Social & Political Sciences,Social & Political Sciences,Social & Political Sciences,Social & Political Sciences,Social & Political Sciences,Social & Political Sciences,Social & Political Sciences,Business & Management,Business & Management,Business & Management,Business & Management,Business & Management,Business & Management,Business & Management,Business & Management,Business & Management,Business & Management,Business & Management,Business & Management,Health & Psychology,Health & Psychology,Health & Psychology,Health & Psychology,Health & Psychology,Health & Psychology,Health & Psychology,Health & Psychology,Health & Psychology,Health & Psychology,Health & Psychology,Health & Psychology,Mathematics & Economics,Mathematics & Economics,Mathematics & Economics,Mathematics & Economics,Mathematics & Economics,Mathematics & Economics,Mathematics & Economics,Mathematics & Economics,Mathematics & Economics,,
,,,"California State University, Sacramento",Environmental Studies (Environmental Studies - General),1652,,,,"California State University, Fullerton",Art (Studio/Performance) (Creative Photography and Experimental Media),289,,,,"California State Polytechnic University, Pomona",Music (Music Industry Studies),2883,"California State University, Sacramento",Film (Film Studies - General),1737,"California State University, Dominguez Hills",Theatre Arts (Dance),3714,"California State Polytechnic University, Pomona",Liberal Studies (Integrated Teacher Education Program Education Specialist: Extensive Support Needs),2462,"California State University, Stanislaus",Criminal Justice (Corrections),1238,San Diego State University,Hospitality and Tourism Management (Restaurant Operations and Management),2049,"California Polytechnic State University, San Luis Obispo",Environmental Earth and Soil Sciences (Geology),1585,University of California-San Diego,Physics with Specialization in Materials Physics,3204,"California Polytechnic State University, San Luis Obispo",Biological Sciences (Molecular and Cellular Biology),451,"California State University, Long Beach",Chemistry (Chemistry - General),862,San Francisco State University,Business Administration (Information Systems),680,San José State University,Industrial and Systems Engineering (Industrial and Systems Engineering 4+1),2111,,,,"California State University, Sacramento",Computer Science (Computer Science - General),1179,,,,"California State University, Sacramento",Ethnic Studies (Chicana/o Studies),1692,,,,,,,San Francisco State University,Japanese (Japanese - General),2242,"California State University, San Bernardino",Art History and Global Cultures (General),317,California State University San Marcos,Liberal Studies (Elementary Subject Matter Preparation),2431,San Diego State University,Journalism (Advertising),2252,University of California-Irvine,Environmental Science and Policy,1630,"California State University, Chico",Social Science (Multidisciplinary Studies),3479,,,,University of California-Irvine,Business Information Management,781,,,,,,,"California State University, Fresno",Recreation Administration (Outdoor Recreation and Natural Resource Management),3411,"California State University, San Bernardino",Nutritional Science and Dietetics (General),3051,"California State University, Northridge",Family and Consumer Sciences (Family and Consumer Sciences Education),1727,University of California-Davis,Global Disease Biology,1931,"California State University, Northridge",Kinesiology (Exercise Science),2295,,,,"California Polytechnic State University, San Luis Obispo",Mathematics (Mathematics Teaching),2694,University of California-Berkeley,Environmental Economics and Policy,1591,,
,,,San Francisco State University,Environmental Studies (Environmental Studies - General),1653,,,,"California State University, Fullerton",Art (Studio/Performance) (Drawing and Painting),290,,,,"California State University, Chico",Music (Music Industry),2884,"California State Polytechnic University, Humboldt",Film (Film),1738,"California State University, Fresno",Music (Choral/Vocal),2816,"California State Polytechnic University, Pomona",Liberal Studies (Integrated Teacher Education Program Education Specialist: Mild to Moderate Support Needs),2463,"California State University, Stanislaus",Criminal Justice (Corrections),1239,San Diego State University,Hospitality and Tourism Management (Tribal Gaming Operations and Management),2050,San Diego State University,Geological Sciences (Engineering Geology),1866,"California Polytechnic State University, San Luis Obispo",Aerospace Engineering (Astronautics),34,California State University San Marcos,Biological Sciences (Molecular and Cellular Biology),452,San Diego State University,Chemistry (Chemistry - General),863,"California Polytechnic State University, San Luis Obispo",Business Administration (Information Systems),681,San José State University,Industrial and Systems Engineering (Industrial and Systems Engineering),2112,,,,San Diego State University,Computer Science (Computer Science - General),1180,,,,"California State University, East Bay",Ethnic Studies (Chicanx and Latinx Studies (Online Degree Completion)),1693,,,,,,,San José State University,Japanese (Japanese),2243,San José State University,Art History and Visual Culture (Art History and Visual Culture - General),318,"California State University, Los Angeles",Liberal Studies (Elementary Subject Matter Teacher Preparation: Integrated),2432,"California State University, Northridge",Journalism (Broadcast),2253,"California State University, Long Beach",Environmental Science and Policy (Environmental Science and Policy - General),1631,San Diego State University,Social Science (Single Subject Teaching (Imperial Valley Campus)),3480,,,,University of California-Irvine,Business Information Management,782,,,,,,,San Diego State University,Recreation Administration (Outdoor Resource Management),3412,,,,"California State University, Northridge",Family and Consumer Sciences (Family Studies),1728,University of California-Davis,Global Disease Biology,1932,"California State University, San Bernardino",Kinesiology (Exercise Science),2296,,,,"California State University, Dominguez Hills",Mathematics (Mathematics),2695,University of California-Santa Cruz,Environmental Studies/Economics,1667,,
,,,"California State Polytechnic University, Humboldt",Environmental Studies (Environmental Studies),1654,,,,"California State University, Fullerton",Art (Studio/Performance) (Entertainment Art/Animation),291,,,,"California State Polytechnic University, Humboldt",Music (Music Studies),2885,University of California-Santa Cruz,Film and Digital Media,1739,"California State University, Long Beach",Music (Music Education - Choral-Vocal Music),2864,San José State University,Liberal Studies (Integrated Teacher Education Program Spanish Bilingual),2464,"California State University, Bakersfield",Criminal Justice (Criminal Justice - General),1240,"California State University, Fresno",Recreation Administration (Special Events & Tourism),3416,San Diego State University,Geological Sciences (Environmental Geosciences),1867,San Diego State University,Astronomy (Astronomy - General),354,San José State University,Biological Sciences (Molecular Biology),453,San Francisco State University,Chemistry (Chemistry - General),864,"California State University, East Bay",Business Administration (Information Technology Management),682,"California State University, East Bay",Industrial Engineering (Industrial Engineering - General),2116,,,,San Francisco State University,Computer Science (Computer Science - General),1181,,,,"California State University, East Bay",Ethnic Studies (Chicanx and Latinx Studies),1694,,,,,,,"California State University, Monterey Bay",Japanese Language and Culture (Japanese Language and Culture - General),2244,University of California-Riverside,Art History/Administrative Studies,319,"California State University, Los Angeles",Liberal Studies (Elementary Subject Matter Teacher Preparation: Traditional),2433,"California State University, Northridge",Journalism (General),2254,"California State University, Long Beach",Environmental Science and Policy (Environmental Science and Policy - General),1632,San Diego State University,Social Science (Single Subject Teaching),3481,,,,University of California-Irvine,Business Information Management (see Interdisciplinary Studies),783,,,,,,,"California State Polytechnic University, Humboldt",Recreation Administration (Recreation Administration),3413,,,,"California State University, Sacramento",Family Studies and Human Development (Family Studies and Human Development - General),1729,University of California-Davis,Global Disease Biology,1933,"California Polytechnic State University, San Luis Obispo",Kinesiology (Exercise Science),2297,,,,"California State Polytechnic University, Humboldt",Mathematics (Mathematics),2696,University of California-Santa Cruz,Global Economics,1934,,
,,,San José State University,Environmental Studies (Environmental Studies),1655,,,,"California State University, Fullerton",Art (Studio/Performance) (Glass),292,,,,"California State University, Stanislaus",Music (Music Technology),2886,"California State University, Long Beach",Film and Electronic Arts (Narrative Production),1740,"California State University, Northridge",Music (Vocal Arts),2919,"California State University, Stanislaus",Liberal Studies (Integrated Teacher Education with Education Specialist Credential),2465,"California State University, Chico",Criminal Justice (Criminal Justice - General),1241,San Diego State University,Recreation Administration (Sustainable Tourism Management),3418,San Diego State University,Geological Sciences (General Geology),1868,San Diego State University,Astronomy (Astronomy - General),355,"California State University, Stanislaus",Biological Sciences (Molecular Cellular and Microbial Biology),454,San Francisco State University,Chemistry (Chemistry - General),865,"California State University, Long Beach",Business Administration (Management Information Systems),700,"California State Polytechnic University, Pomona",Industrial Engineering (Industrial Engineering - General),2117,,,,"California Polytechnic State University, San Luis Obispo",Computer Science (Computer Science - General),1182,,,,"California State University, East Bay",Ethnic Studies (Chicanx and Latinx Studies),1695,,,,,,,University of California-Irvine,Japanese Language and Literature,2245,University of California-Riverside,Art History/Religious Studies,320,"California State University, Dominguez Hills",Liberal Studies (English Language and Linguistics),2434,"California Polytechnic State University, San Luis Obispo",Journalism (Individualized Course of Study),2255,"California State University, Monterey Bay",Environmental Science Technology and Policy (Applied Ecology),1638,San Diego State University,Social Science (Social Science - GENERAL (Imperial Valley Campus)),3482,,,,"California State University, Chico",Business Information Systems (Management Information Systems),785,,,,,,,San Diego State University,Recreation Administration (Recreation Systems Management),3414,,,,"California State University, Monterey Bay",Human Development and Family Science (Human Development and Family Science - General),2079,University of California-Los Angeles,"Microbiology, Immunology, and Molecular Genetics",2776,Sonoma State University,Kinesiology (Exercise Science),2298,,,,"California State University, Monterey Bay",Mathematics (No Concentration),2697,University of California-Santa Cruz,Global Economics,1935,,
,,,San José State University,Environmental Studies (Environmental Studies),1656,,,,"California State University, Fullerton",Art (Studio/Performance) (Graphic and Interactive Design),293,,,,"California State University, Northridge",Music (Music Therapy),2887,"California State University, Long Beach",Film and Electronic Arts (Theory and Practice of Cinema),1741,"California State University, Fresno",Music (Vocal Performance),2920,"California State University, Stanislaus",Liberal Studies (Integrated Teacher Education with Multiple Subjects Credential),2466,"California State University, East Bay",Criminal Justice (Criminal Justice - General),1242,"California Polytechnic State University, San Luis Obispo",Recreation Parks and Tourism Administration (Event Planning and Experience Management),3423,San Diego State University,Geological Sciences (Geological Sciences-General),1869,University of California-Berkeley,Astrophysics,356,"California State University, Stanislaus",Biological Sciences (Organismal Ecological and Evolutionary Biology),455,Sonoma State University,Chemistry (Chemistry - General),866,"California State University, Sacramento",Business Administration (Management Information Systems),701,"California Polytechnic State University, San Luis Obispo",Industrial Engineering (Industrial Engineering - General),2118,,,,Sonoma State University,Computer Science (Computer Science - General),1183,,,,"California State University, East Bay",Ethnic Studies (Comparative Ethnic Studies (Online Degree Completion)),1696,,,,,,,University of California-San Diego,Japanese Studies,2246,"California State University, Stanislaus",Gender Studies (History Society and Inequality),1817,"California State University, Dominguez Hills",Liberal Studies (English Literature),2435,"California State University, Dominguez Hills",Journalism (Journalism - General),2256,"California State University, Monterey Bay",Environmental Science Technology and Policy (Environmental Data Analysis),1639,San Diego State University,Social Science (Social Science - GENERAL),3483,,,,"California State University, Chico",Business Information Systems (Operations and Supply Chain Management),786,,,,,,,"California State University, Fresno",Recreation Administration (Recreation Therapy),3415,,,,"California State University, Bakersfield",Child Adolescent and Family Studies (Future Academic Studies for Teachers),924,University of California-Irvine,Microbiology and Immunology,2788,"California State University, Los Angeles",Kinesiology (Rehabilitation and Therapeutic Exercise),2336,,,,University of California-Los Angeles,Mathematics (Pre),2698,University of California-San Diego,International Studies: Economics,2212,,
,,,"California State University, San Bernardino",Environmental Studies (Environmental Sustainability),1657,,,,"California State University, Fullerton",Art (Studio/Performance) (Illustration),294,,,,"California State University, Sacramento",Music (Music),2888,University of California-Irvine,Film and Media Studies,1742,"California State University, Los Angeles",Music (Vocal Performance),2921,"California State University, Bakersfield",Liberal Studies (ISPED Integrated Special Education Credential),2469,"California State University, Fullerton",Criminal Justice (Criminal Justice - General),1243,"California Polytechnic State University, San Luis Obispo",Recreation Parks and Tourism Administration (Individualized Course of Study),3424,San Diego State University,Geological Sciences (Geophysics),1870,University of California-Los Angeles,Astrophysics,357,California State University San Marcos,Biological Sciences (Physiology),456,Sonoma State University,Chemistry (Chemistry - General),867,San José State University,Business Administration (Management Information Systems),702,University of California-Berkeley,Industrial Engineering and Operations Research,2119,,,,"California State University, Fresno",Computer Science (Computer Science),1184,,,,"California State University, East Bay",Ethnic Studies (Comparative Ethnic Studies),1697,,,,,,,"California State University, Northridge",Languages and Cultures (Japanese),2363,University of California-Berkeley,History,1986,"California Polytechnic State University, San Luis Obispo",Liberal Studies (English),2436,"California State University, Long Beach",Journalism (Journalism - General),2257,"California State University, Monterey Bay",Environmental Science Technology and Policy (Watershed Systems),1640,San José State University,Social Science (Social Science Preparation for Teaching (Single Subject)),3484,,,,University of California-Santa Cruz,Business Management Economics,787,,,,,,,"California State University, Fresno",Recreation Administration (Special Events & Tourism),3416,,,,"California State University, Bakersfield",Child Adolescent and Family Studies (General),925,"California State University, San Bernardino",Nursing (4-year Program),2968,Sonoma State University,Physical Science (Foundational Health),3126,,,,"California State University, Fullerton",Mathematics (Probability and Statistics),2699,University of California-San Diego,International Studies: Economics,2213,,
,,,"California State University, San Bernardino",Environmental Studies (Environmental Systems),1658,,,,"California State University, Fullerton",Art (Studio/Performance) (Jewelry and Metals),295,,,,San José State University,Music (Music),2889,University of California-Santa Barbara,Film and Media Studies,1743,"California State University, San Bernardino",Music (Vocal Performance),2922,California State University San Marcos,Liberal Studies (Liberal Studies - Integrated Teacher Education Program Option (ITEP)),2480,"California State University, Sacramento",Criminal Justice (Criminal Justice - General),1244,San Francisco State University,Recreation Parks and Tourism Administration (Recreation Parks and Tourism Administration - General),3425,San Diego State University,Geological Sciences (Hydrogeology),1871,"California State Polytechnic University, Humboldt",Physics (Astronomy),3150,"California State University, Chico",Biological Sciences (Plant Biology),457,"California State University, East Bay",Chemistry (Chemistry Education),868,California State University San Marcos,Business Administration (Management Information Systems),703,University of California-Berkeley,Industrial Engineering and Operations Research | Business Administration,2120,,,,"California State Polytechnic University, Humboldt",Computer Science (Computer Science),1185,,,,"California State University, San Bernardino",Ethnic Studies (Ethnic Studies - General),1698,,,,,,,University of California-Riverside,Languages and Literatures/Japanese,2372,University of California-Davis,History,1987,"California State University, Stanislaus",Liberal Studies (English),2437,"California State University, Los Angeles",Journalism (Journalism - General),2258,University of California-San Diego,Environmental Systems â€” Environmental Policy,1671,"California State University, Fresno",Social Science (Social Science),3485,,,,"California State University, Bakersfield",Chemistry (Management and Marketing),894,,,,,,,"California State University, Fresno",Recreation Administration (Sports and Entertainment Facility Management),3417,,,,"California State University, Northridge",Child and Adolescent Development (Applied Developmental Science),926,California State University San Marcos,Nursing (Accelerated Bachelor of Science in Nursing Option),2969,"California State University, East Bay",Biological Science (Physiology),424,,,,"California State University, Fresno",Mathematics (Pure Math),2700,"California State University, Stanislaus",Liberal Studies (Economics),2423,,
,,,California State University San Marcos,Environmental Studies (General),1659,,,,"California State University, Fullerton",Art (Studio/Performance) (Sculpture),296,,,,"California State University, Fresno",Music (Music-Composition),2890,University of California-Los Angeles,Film and Television,1744,"California State University, Stanislaus",Music (Vocal Performance),2923,"California State University, Long Beach",Liberal Studies (Liberal Studies Integrated Teacher Education Program),2482,"California State University, Sacramento",Criminal Justice (Criminal Justice - General),1245,"California Polytechnic State University, San Luis Obispo",Recreation Parks and Tourism Administration (Sport and Recreation Management),3426,San Diego State University,Geological Sciences (Paleontology),1872,San Francisco State University,Physics (Astronomy),3151,San José State University,Biological Sciences (Systems Physiology),458,San Diego State University,Chemistry (Chemistry Integrated Teacher Education Program),869,"California State University, Fullerton",Business Administration (Marketing and Information Systems),720,San José State University,Interdisciplinary Engineering (Interdisciplinary Engineering),2144,,,,San José State University,Computer Science (Computer Science),1186,,,,California State University San Marcos,Ethnic Studies (Ethnic Studies - General),1699,,,,,,,University of California-Riverside,Languages and Literatures/Japanese,2373,University of California-Davis,History,1988,"California Polytechnic State University, San Luis Obispo",Liberal Studies (Environmental Education),2438,San Diego State University,Journalism (Journalism - General),2259,San Diego State University,Geography (Environment Sustainability and Policy),1831,"California State University, Sacramento",Social Science (Social Sciences - General),3486,,,,"California State University, Bakersfield",Chemistry (Occupational Safety and Health Management),898,,,,,,,San Diego State University,Recreation Administration (Sustainable Tourism Management),3418,,,,San José State University,Child and Adolescent Development (Child and Adolescent Development BA+ Early Child Special Education Credential+ Special Education MA),927,"California State University, Stanislaus",Nursing (Accelerated Second Degree),2970,"California Polytechnic State University, San Luis Obispo",Biological Sciences (Anatomy and Physiology),431,,,,California State University Channel Islands,Mathematics (Pure Mathematics),2701,University of California-Merced,Management and Business Economics,2584,,
,,,San Francisco State University,Environmental Studies (Natural Resource Management and Conservation),1660,,,,"California State University, Fullerton",Art (Teaching),297,,,,"California State University, Fresno",Music (Music-Instrumental Performance),2891,"California State University, Dominguez Hills",Film and Television Production (Film and Television Production - General),1745,"California State University, Dominguez Hills",Liberal Studies (Theatre Arts),2523,San Diego State University,Liberal Studies (Multiple Subject Teaching Credential Integrated Teacher Education Program),2493,San Diego State University,Criminal Justice (Criminal Justice (Imperial Valley Campus)),1246,"California Polytechnic State University, San Luis Obispo",Recreation Parks and Tourism Administration (Tourism Hospitality and Destination Management),3427,University of California-Berkeley,Geology,1873,"California State University, Los Angeles",Physics (Astrophysics),3152,University of California-Davis,Biological Sciences A.B.,459,"California State University, Fresno",Chemistry (Chemistry),870,"California State University, East Bay",Business Administration (online degree completion) (Information Technology Management),746,San José State University,Interdisciplinary Engineering (Interdisciplinary Engineering),2145,,,,"California State University, Fullerton",Computer Science (Cybersecurity),1187,,,,San Francisco State University,Ethnic Studies (Ethnic Studies),1700,,,,,,,"California State University, Sacramento",Asian Studies (Korean Studies),351,University of California-Irvine,History,1989,"California State University, Stanislaus",Liberal Studies (Ethnic Studies and Social Justice),2439,"California Polytechnic State University, San Luis Obispo",Journalism (Journalism - General),2260,"California State University, East Bay",Health Sciences (Health Policy),1982,"California State University, Chico",Social Science (Specialization Studies (Online Degree Completion)),3487,,,,"California State University, Dominguez Hills",Child Development (Management and Administration Concentration),961,,,,,,,"California State University, Sacramento",Recreation Administration (Therapeutic Recreation),3419,,,,San José State University,Child and Adolescent Development (Child and Adolescent Development),928,"California State University, Sacramento",Nursing (ADN to BSN),2971,California State University San Marcos,Biological Sciences (Physiology),456,,,,"California State University, Fullerton",Mathematics (Pure Mathematics),2702,University of California-Davis,Managerial Economics,2587,,
,,,San José State University,Environmental Studies (Preparation for Teaching),1661,,,,"California State University, East Bay",Art (Transdisciplinary Arts),298,,,,"California State University, Fresno",Music (Music-Jazz Studies),2892,University of California-Berkeley,Film Studies,1746,"California State University, Sacramento",Liberal Studies (Theatre),2524,"California State University, Dominguez Hills",Liberal Studies (Physical Education),2501,San Diego State University,Criminal Justice (Criminal Justice (San Diego Campus)),1247,"California State University, Monterey Bay",Sustainable Hospitality Management (Sustainable Tourism Management),3676,University of California-Davis,Geology,1874,"California State University, Northridge",Physics (Astrophysics),3153,University of California-Davis,Biological Systems Engineering,460,"California State University, Fresno",Chemistry (Chemistry),871,University of California-Irvine,Business Information Management,781,"California State Polytechnic University, Pomona",Manufacturing Engineering (Manufacturing Engineering - General),2590,,,,"California State University, Stanislaus",Computer Science (Cybersecurity),1188,,,,"California State University, East Bay",Ethnic Studies (Genders and Sexualities in Communities of Color (Online Degree Completion)),1701,,,,,,,University of California-Los Angeles,Korean,2345,University of California-Merced,History,1990,"California State University, Stanislaus",Liberal Studies (Exceptional Children and Youth),2440,"California State University, Sacramento",Journalism (Journalism),2261,University of California-Santa Barbara,History of Public Policy and Law,2039,"California State University, Chico",Social Science (Specialization Studies),3488,,,,"California State University, Northridge",Cinema and Television Arts (Entertainment Media Management),983,,,,,,,"California State University, Chico",Recreation Hospitality and Parks Management (Event Management),3420,,,,San Francisco State University,Child and Adolescent Development (Community Health and Social Services),929,"California State University, Los Angeles",Nursing (ADN-BSN degree completion program),2972,San José State University,Biological Sciences (Systems Physiology),458,,,,"California Polytechnic State University, San Luis Obispo",Mathematics (Pure Mathematics),2703,University of California-Davis,Managerial Economics,2588,,
,,,"California State University, Monterey Bay",Environmental Studies (Sustainable Communities),1662,,,,"California State University, East Bay",Art (Video and Animation),299,,,,"California State Polytechnic University, Pomona",Music (Pedagogy (Pre-credential)),2893,"California State University, Dominguez Hills",Film Television and Media (Film Television and Media - General),1747,"California State University, Stanislaus",Liberal Studies (Theatre),2525,"California State University, Sacramento",Liberal Studies (Physical Education),2502,San Diego State University,Criminal Justice (Criminal Justice),1248,"California State University, Northridge",Tourism Hospitality and Recreation Management (General),3742,University of California-Davis,Geology,1875,San Francisco State University,Physics (Astrophysics),3154,University of California-Davis,Biological Systems Engineering,461,"California State Polytechnic University, Humboldt",Chemistry (Chemistry),872,University of California-Irvine,Business Information Management,782,"California Polytechnic State University, San Luis Obispo",Manufacturing Engineering (Manufacturing Engineering - General),2591,,,,"California Polytechnic State University, San Luis Obispo",Computer Science (Data Engineering),1189,,,,"California State University, East Bay",Ethnic Studies (Genders and Sexualities in Communities of Color),1702,,,,,,,University of California-Irvine,Korean Literature and Culture,2346,University of California-Riverside,History,1991,"California State University, Sacramento",Liberal Studies (Foreign Languages),2441,San José State University,Journalism (Journalism),2262,University of California-Santa Barbara,Hydrologic Sciences and Policy,2107,"California State University, San Bernardino",Social Sciences (Economics (Online)),3489,,,,"California State University, Monterey Bay",Collaborative Health and Human Services (Public Administration & NonProfit Management),1050,,,,,,,"California State University, Chico",Recreation Hospitality and Parks Management (Parks and Recreation Management),3421,,,,San Francisco State University,Child and Adolescent Development (Early Care and Education),930,"California State University, Los Angeles",Nursing (ADN-BSN),2973,"California State University, Long Beach",Biology (Molecular and Cell Biology and Physiology),510,,,,San Diego State University,Mathematics (Science),2704,University of California-Davis,Managerial Economics,2589,,
,,,Sonoma State University,Environmental Studies Geography and Planning (General),1663,,,,"California State University, Stanislaus",Art (Video and Time Based Media),300,,,,"California State University, Northridge",Music (Percussion),2894,"California State University, Fresno",Mass Communication & Journalism (Film and Media Arts),2615,"California State University, Chico",Musical Theatre (Musical Theatre - General),2932,San Diego State University,Liberal Studies (Special Education Extensive Support Needs Integrated Teacher Education Program),2516,"California State University, Stanislaus",Criminal Justice (Criminal Legal Studies),1249,"California State University, Sacramento",Career and Technical Studies (Career and Technical Studies - General),792,University of California-Riverside,Geology,1876,Sonoma State University,Physics (Astrophysics),3155,University of California-Davis,Biological Systems Engineering,462,"California State Polytechnic University, Humboldt",Chemistry (Chemistry),873,University of California-Irvine,Business Information Management (see Interdisciplinary Studies),783,"California State University, Northridge",Manufacturing Systems Engineering (General),2592,,,,"California State University, Monterey Bay",Computer Science (Data Science),1190,,,,"California State University, Sacramento",Ethnic Studies (General Ethnic Studies),1703,,,,,,,University of California-Los Angeles,Portuguese,3284,University of California-San Diego,History,1992,"California State University, Bakersfield",Liberal Studies (General - Non-Teaching Track),2442,"California Polytechnic State University, San Luis Obispo",Journalism (Media Innovation),2263,"California State University, Bakersfield",Philosophy (Law Justice and Social Policy),3094,"California State University, San Bernardino",Social Sciences (Economics),3490,,,,"California State University, Chico",Concrete Industry Management (Concrete Industry Management - General),1221,,,,,,,"California State University, Chico",Recreation Hospitality and Parks Management (Resort and Lodging Management),3422,,,,"California State University, Northridge",Child and Adolescent Development (Early Childhood Development),931,"California State University, Chico",Nursing (Advanced Placement for RN to BSN),2974,"California State University, Los Angeles",Biology (Physiology),514,,,,"California State Polytechnic University, Pomona",Mathematics (Secondary Teacher Prep\Pure Mathematics),2705,"California State University, Bakersfield",Mathematics (Economics),2660,,
,,,University of California-Santa Cruz,Environmental Studies/Biology,1664,,,,"California Polytechnic State University, San Luis Obispo",Art and Design (Graphic Design),301,,,,"California State University, Dominguez Hills",Music (Performance),2895,San José State University,Radio-Television-Film (Radio-Television-Film),3396,California State University Channel Islands,Performing Arts (Theatre),3062,San Diego State University,Liberal Studies (Special Education Mild/Moderate Support Needs Integrated Teacher Education Program),2517,"California State University, Los Angeles",Criminal Justice (degree completion program) (Criminal Justice (degree completion program) - General - DTLA Campus),1250,"California State University, Sacramento",Career and Technical Studies (Career and Technical Studies),793,University of California-Los Angeles,Geology,1877,University of California-Santa Cruz,Physics (Astrophysics),3156,University of California-Los Angeles,Biology,463,"California State University, San Bernardino",Chemistry (Chemistry),874,"California State University, Chico",Business Information Systems (Business Analytics),784,California State University Maritime Academy,Marine Engineering Technology (Marine Engineering Technology - General),2607,,,,"California State University, Monterey Bay",Computer Science (Game Development),1191,,,,"California State University, Stanislaus",Ethnic Studies (General),1704,,,,,,,University of California-Santa Barbara,Portuguese,3285,University of California-San Diego,History,1993,"California State University, Chico",Liberal Studies (General Online (Degree Completion)),2443,San Diego State University,Journalism (Media Studies),2264,"California State Polytechnic University, Humboldt",Political Science (Law and Policy),3244,California State University San Marcos,Social Sciences (General),3491,,,,"California State Polytechnic University, Pomona",Construction Engineering and Management (Construction Engineering and Management),1224,,,,,,,"California Polytechnic State University, San Luis Obispo",Recreation Parks and Tourism Administration (Event Planning and Experience Management),3423,,,,"California State University, Sacramento",Child and Adolescent Development (Educational Contexts),932,"California State University, Chico",Nursing (General),2975,San Francisco State University,Biology (Physiology),515,,,,"California State University, Northridge",Mathematics (Secondary Teaching),2706,University of California-San Diego,Mathematics and Economics (joint major),2720,,
,,,University of California-Santa Cruz,Environmental Studies/Biology,1665,,,,"California Polytechnic State University, San Luis Obispo",Art and Design (Photography and Video),302,,,,"California State Polytechnic University, Humboldt",Music (Performance),2896,"California State University, Los Angeles",Television Film and Media Studies (Media Studies),3678,University of California-Riverside,"Theatre, Film and Digital Production",3688,University of California-San Diego,Mathematics â€” Secondary Education,2642,"California State University, Stanislaus",Criminal Justice (Forensic Science),1251,"California State University, San Bernardino",Career and Technical Studies (General),794,"California State University, Stanislaus",Geology (Applied Geology),1878,University of California-San Diego,Physics with Specialization in Astrophysics,3200,University of California-Riverside,Biology,464,"California State University, San Bernardino",Chemistry (Chemistry),875,"California State University, Chico",Business Information Systems (Management Information Systems),785,University of California-Los Angeles,Materials Engineering,2616,,,,"California Polytechnic State University, San Luis Obispo",Computer Science (Game Development),1192,,,,"California State University, Sacramento",Ethnic Studies (Native American Studies),1705,,,,,,,University of California-Berkeley,Spanish and Portuguese,3640,University of California-Santa Barbara,History,1994,"California State Polytechnic University, Pomona",Liberal Studies (General Studies),2444,"California State University, Chico",Journalism (News),2265,"California State University, Northridge",Political Science (Public Policy and Management),3269,"California State University, San Bernardino",Social Sciences (Geography (Online)),3492,,,,"California State University, Chico",Construction Management (Construction Management - General),1225,,,,,,,"California Polytechnic State University, San Luis Obispo",Recreation Parks and Tourism Administration (Individualized Course of Study),3424,,,,San Francisco State University,Child and Adolescent Development (Elementary Education Teaching Pre-Credential),933,San Francisco State University,Nursing (General),2976,Sonoma State University,Biology (Physiology),516,,,,San Diego State University,Mathematics (Single Subject Teaching (Imperial Valley Campus)),2707,University of California-San Diego,Mathematics and Economics (joint major),2721,,
